The Sly Collection,Sucker Punch/Sanzaru Games,2010,
Sly Cooper: Thieves in Time,Sanzaru Games,2013,
Kingdom Hearts Final Mix,Square Enix,2013,
Kingdom Hearts: Re-Chain of <b id='clue7'>Memories</b>,Square Enix,2013,
Kingdom Hearts II Final Mix,Square Enix,2014,
